시간,매도1호가,매도1호가수량,매수1호가,매수1호가수량,매도2호가,매도2호가수량,매수2호가,매수2호가수량,매도3호가,매도3호가수량,매수3호가,매수3호가수량,매도4호가,매도4호가수량,매수4호가,매수4호가수량,매도5호가,매도5호가수량,매수5호가,매수5호가수량,매도6호가,매도6호가수량,매수6호가,매수6호가수량,매도7호가,매도7호가수량,매수7호가,매수7호가수량,매도8호가,매도8호가수량,매수8호가,매수8호가수량,매도9호가,매도9호가수량,매수9호가,매수9호가수량,매도10호가,매도10호가수량,매수10호가,매수10호가수량
2024-07-24 13:32:20,4730.0,548.0,4695.0,261.0,4735.0,300.0,4690.0,21.0,4740.0,454.0,4685.0,6.0,4745.0,322.0,4680.0,8.0,4750.0,244.0,4675.0,217.0,4755.0,145.0,4670.0,170.0,4760.0,525.0,4665.0,10.0,4765.0,110.0,4660.0,23.0,4770.0,253.0,4655.0,29.0,4775.0,2107.0,4650.0,37.0
2024-07-24 13:32:21,4730.0,548.0,4695.0,261.0,4735.0,300.0,4690.0,21.0,4740.0,454.0,4685.0,6.0,4745.0,322.0,4680.0,8.0,4750.0,244.0,4675.0,217.0,4755.0,145.0,4670.0,170.0,4760.0,525.0,4665.0,10.0,4765.0,110.0,4660.0,23.0,4770.0,253.0,4655.0,29.0,4775.0,2107.0,4650.0,37.0
2024-07-24 13:32:22,4730.0,548.0,4695.0,261.0,4735.0,300.0,4690.0,21.0,4740.0,454.0,4685.0,6.0,4745.0,322.0,4680.0,8.0,4750.0,244.0,4675.0,217.0,4755.0,145.0,4670.0,170.0,4760.0,525.0,4665.0,10.0,4765.0,110.0,4660.0,23.0,4770.0,253.0,4655.0,29.0,4775.0,2107.0,4650.0,37.0
2024-07-24 13:32:23,4725.0,100.0,4695.0,261.0,4730.0,548.0,4690.0,21.0,4735.0,300.0,4685.0,6.0,4740.0,458.0,4680.0,8.0,4745.0,322.0,4675.0,217.0,4750.0,244.0,4670.0,170.0,4755.0,145.0,4665.0,10.0,4760.0,525.0,4660.0,23.0,4765.0,110.0,4655.0,29.0,4770.0,253.0,4650.0,37.0
2024-07-24 13:32:24,4725.0,100.0,4695.0,261.0,4730.0,486.0,4690.0,21.0,4735.0,300.0,4685.0,6.0,4740.0,458.0,4680.0,8.0,4745.0,322.0,4675.0,217.0,4750.0,244.0,4670.0,170.0,4755.0,145.0,4665.0,10.0,4760.0,525.0,4660.0,23.0,4765.0,110.0,4655.0,29.0,4770.0,253.0,4650.0,37.0
2024-07-24 13:32:25,4725.0,180.0,4695.0,261.0,4730.0,486.0,4690.0,21.0,4735.0,300.0,4685.0,6.0,4740.0,458.0,4680.0,8.0,4745.0,322.0,4675.0,217.0,4750.0,244.0,4670.0,170.0,4755.0,145.0,4665.0,10.0,4760.0,525.0,4660.0,23.0,4765.0,110.0,4655.0,29.0,4770.0,253.0,4650.0,37.0
2024-07-24 13:32:26,4725.0,180.0,4695.0,261.0,4730.0,486.0,4690.0,21.0,4735.0,300.0,4685.0,6.0,4740.0,458.0,4680.0,8.0,4745.0,322.0,4675.0,217.0,4750.0,244.0,4670.0,170.0,4755.0,145.0,4665.0,10.0,4760.0,525.0,4660.0,23.0,4765.0,110.0,4655.0,29.0,4770.0,253.0,4650.0,37.0
2024-07-24 13:32:27,4720.0,50.0,4695.0,250.0,4725.0,180.0,4690.0,21.0,4730.0,486.0,4685.0,6.0,4735.0,300.0,4680.0,8.0,4740.0,458.0,4675.0,217.0,4745.0,322.0,4670.0,170.0,4750.0,244.0,4665.0,10.0,4755.0,145.0,4660.0,23.0,4760.0,525.0,4655.0,29.0,4765.0,110.0,4650.0,37.0
2024-07-24 13:32:28,4720.0,50.0,4695.0,250.0,4725.0,180.0,4690.0,21.0,4730.0,486.0,4685.0,6.0,4735.0,300.0,4680.0,8.0,4740.0,458.0,4675.0,217.0,4745.0,322.0,4670.0,170.0,4750.0,244.0,4665.0,10.0,4755.0,145.0,4660.0,23.0,4760.0,525.0,4655.0,29.0,4765.0,110.0,4650.0,37.0
2024-07-24 13:32:29,4720.0,50.0,4695.0,250.0,4725.0,180.0,4690.0,21.0,4730.0,486.0,4685.0,6.0,4735.0,300.0,4680.0,8.0,4740.0,458.0,4675.0,217.0,4745.0,322.0,4670.0,170.0,4750.0,244.0,4665.0,10.0,4755.0,145.0,4660.0,23.0,4760.0,525.0,4655.0,29.0,4765.0,110.0,4650.0,37.0
