시간,매도1호가,매도1호가수량,매수1호가,매수1호가수량,매도2호가,매도2호가수량,매수2호가,매수2호가수량,매도3호가,매도3호가수량,매수3호가,매수3호가수량,매도4호가,매도4호가수량,매수4호가,매수4호가수량,매도5호가,매도5호가수량,매수5호가,매수5호가수량,매도6호가,매도6호가수량,매수6호가,매수6호가수량,매도7호가,매도7호가수량,매수7호가,매수7호가수량,매도8호가,매도8호가수량,매수8호가,매수8호가수량,매도9호가,매도9호가수량,매수9호가,매수9호가수량,매도10호가,매도10호가수량,매수10호가,매수10호가수량
2024-07-24 11:27:00,8740.0,60.0,8730.0,805.0,8750.0,353.0,8720.0,198.0,8780.0,26.0,8710.0,1102.0,8790.0,44.0,8700.0,5439.0,8800.0,486.0,8690.0,1112.0,8820.0,10.0,8680.0,1656.0,8830.0,561.0,8670.0,277.0,8840.0,1135.0,8660.0,643.0,8850.0,267.0,8650.0,1270.0,8860.0,203.0,8640.0,260.0
2024-07-24 11:27:01,8740.0,60.0,8730.0,805.0,8750.0,353.0,8720.0,398.0,8780.0,26.0,8710.0,1102.0,8790.0,44.0,8700.0,5439.0,8800.0,486.0,8690.0,1112.0,8820.0,10.0,8680.0,1656.0,8830.0,561.0,8670.0,277.0,8840.0,1135.0,8660.0,643.0,8850.0,267.0,8650.0,1270.0,8860.0,203.0,8640.0,260.0
2024-07-24 11:27:02,8740.0,54.0,8730.0,805.0,8750.0,353.0,8720.0,398.0,8780.0,26.0,8710.0,1102.0,8790.0,44.0,8700.0,5439.0,8800.0,486.0,8690.0,1112.0,8820.0,62.0,8680.0,1656.0,8830.0,561.0,8670.0,277.0,8840.0,1135.0,8660.0,643.0,8850.0,267.0,8650.0,1270.0,8860.0,203.0,8640.0,260.0
2024-07-24 11:27:03,8740.0,54.0,8730.0,805.0,8750.0,353.0,8720.0,408.0,8780.0,26.0,8710.0,1102.0,8790.0,44.0,8700.0,5439.0,8800.0,486.0,8690.0,1105.0,8820.0,62.0,8680.0,1656.0,8830.0,561.0,8670.0,277.0,8840.0,1135.0,8660.0,650.0,8850.0,267.0,8650.0,1270.0,8860.0,203.0,8640.0,260.0
2024-07-24 11:27:04,8740.0,54.0,8730.0,805.0,8750.0,353.0,8720.0,408.0,8780.0,26.0,8710.0,1102.0,8790.0,44.0,8700.0,5439.0,8800.0,486.0,8690.0,1105.0,8820.0,62.0,8680.0,1656.0,8830.0,561.0,8670.0,277.0,8840.0,1135.0,8660.0,650.0,8850.0,267.0,8650.0,1270.0,8860.0,203.0,8640.0,260.0
2024-07-24 11:27:05,8740.0,54.0,8730.0,805.0,8750.0,353.0,8720.0,408.0,8780.0,26.0,8710.0,1102.0,8790.0,44.0,8700.0,5439.0,8800.0,486.0,8690.0,1105.0,8820.0,62.0,8680.0,1656.0,8830.0,561.0,8670.0,277.0,8840.0,1135.0,8660.0,650.0,8850.0,267.0,8650.0,1336.0,8860.0,203.0,8640.0,260.0
2024-07-24 11:27:06,8740.0,54.0,8730.0,806.0,8750.0,353.0,8720.0,408.0,8780.0,26.0,8710.0,1102.0,8790.0,44.0,8700.0,5439.0,8800.0,486.0,8690.0,1105.0,8820.0,62.0,8680.0,1656.0,8830.0,561.0,8670.0,277.0,8840.0,1135.0,8660.0,650.0,8850.0,267.0,8650.0,1336.0,8860.0,203.0,8640.0,260.0
2024-07-24 11:27:07,8750.0,353.0,8730.0,1005.0,8780.0,26.0,8720.0,408.0,8790.0,44.0,8710.0,1102.0,8800.0,486.0,8700.0,5439.0,8820.0,62.0,8690.0,1105.0,8830.0,561.0,8680.0,1656.0,8840.0,1135.0,8670.0,277.0,8850.0,267.0,8660.0,650.0,8860.0,203.0,8650.0,1336.0,8870.0,2.0,8640.0,260.0
2024-07-24 11:27:08,8750.0,347.0,8730.0,1005.0,8780.0,26.0,8720.0,408.0,8790.0,44.0,8710.0,1102.0,8800.0,486.0,8700.0,5439.0,8820.0,62.0,8690.0,1105.0,8830.0,561.0,8680.0,1656.0,8840.0,1135.0,8670.0,277.0,8850.0,267.0,8660.0,650.0,8860.0,203.0,8650.0,1336.0,8870.0,2.0,8640.0,260.0
2024-07-24 11:27:09,8750.0,347.0,8730.0,1005.0,8780.0,26.0,8720.0,408.0,8790.0,44.0,8710.0,1102.0,8800.0,486.0,8700.0,5439.0,8820.0,62.0,8690.0,1105.0,8830.0,561.0,8680.0,1656.0,8840.0,1135.0,8670.0,277.0,8850.0,267.0,8660.0,650.0,8860.0,203.0,8650.0,1336.0,8870.0,2.0,8640.0,260.0
2024-07-24 11:27:10,8750.0,347.0,8730.0,1005.0,8780.0,26.0,8720.0,408.0,8790.0,44.0,8710.0,1102.0,8800.0,486.0,8700.0,5439.0,8820.0,62.0,8690.0,1105.0,8830.0,561.0,8680.0,1656.0,8840.0,1135.0,8670.0,277.0,8850.0,267.0,8660.0,650.0,8860.0,203.0,8650.0,1336.0,8870.0,2.0,8640.0,260.0
2024-07-24 11:27:11,8780.0,26.0,8760.0,753.0,8790.0,44.0,8740.0,69.0,8800.0,374.0,8730.0,1005.0,8820.0,62.0,8720.0,755.0,8830.0,561.0,8710.0,1124.0,8840.0,1135.0,8700.0,5373.0,8850.0,267.0,8690.0,1105.0,8860.0,203.0,8680.0,1656.0,8870.0,2.0,8670.0,277.0,8880.0,114.0,8660.0,650.0
