시간,매도1호가,매도1호가수량,매수1호가,매수1호가수량,매도2호가,매도2호가수량,매수2호가,매수2호가수량,매도3호가,매도3호가수량,매수3호가,매수3호가수량,매도4호가,매도4호가수량,매수4호가,매수4호가수량,매도5호가,매도5호가수량,매수5호가,매수5호가수량,매도6호가,매도6호가수량,매수6호가,매수6호가수량,매도7호가,매도7호가수량,매수7호가,매수7호가수량,매도8호가,매도8호가수량,매수8호가,매수8호가수량,매도9호가,매도9호가수량,매수9호가,매수9호가수량,매도10호가,매도10호가수량,매수10호가,매수10호가수량
2024-07-24 11:27:00,5510.0,182.0,5500.0,2750.0,5520.0,10.0,5490.0,187.0,5530.0,229.0,5480.0,9404.0,5540.0,232.0,5470.0,96.0,5550.0,632.0,5460.0,584.0,5560.0,350.0,5450.0,1960.0,5570.0,402.0,5440.0,583.0,5580.0,209.0,5430.0,785.0,5590.0,1151.0,5420.0,969.0,5600.0,2011.0,5410.0,1975.0
2024-07-24 11:27:01,5510.0,92.0,5500.0,351.0,5520.0,10.0,5490.0,187.0,5530.0,229.0,5480.0,9404.0,5540.0,232.0,5470.0,96.0,5550.0,632.0,5460.0,584.0,5560.0,350.0,5450.0,1960.0,5570.0,402.0,5440.0,583.0,5580.0,209.0,5430.0,785.0,5590.0,1151.0,5420.0,969.0,5600.0,2011.0,5410.0,1975.0
2024-07-24 11:27:02,5510.0,92.0,5500.0,351.0,5520.0,10.0,5490.0,187.0,5530.0,229.0,5480.0,9404.0,5540.0,232.0,5470.0,96.0,5550.0,632.0,5460.0,584.0,5560.0,350.0,5450.0,1960.0,5570.0,402.0,5440.0,583.0,5580.0,209.0,5430.0,785.0,5590.0,1151.0,5420.0,969.0,5600.0,2011.0,5410.0,1975.0
2024-07-24 11:27:03,5510.0,92.0,5500.0,351.0,5520.0,10.0,5490.0,187.0,5530.0,229.0,5480.0,9404.0,5540.0,232.0,5470.0,96.0,5550.0,632.0,5460.0,584.0,5560.0,350.0,5450.0,1960.0,5570.0,402.0,5440.0,583.0,5580.0,209.0,5430.0,785.0,5590.0,1151.0,5420.0,969.0,5600.0,2011.0,5410.0,1975.0
2024-07-24 11:27:04,5510.0,92.0,5500.0,351.0,5520.0,10.0,5490.0,187.0,5530.0,229.0,5480.0,9404.0,5540.0,232.0,5470.0,96.0,5550.0,632.0,5460.0,584.0,5560.0,350.0,5450.0,1960.0,5570.0,402.0,5440.0,583.0,5580.0,209.0,5430.0,785.0,5590.0,1151.0,5420.0,969.0,5600.0,2011.0,5410.0,1975.0
2024-07-24 11:27:05,5510.0,92.0,5500.0,140.0,5520.0,10.0,5490.0,187.0,5530.0,229.0,5480.0,9404.0,5540.0,232.0,5470.0,96.0,5550.0,632.0,5460.0,584.0,5560.0,350.0,5450.0,1960.0,5570.0,402.0,5440.0,583.0,5580.0,209.0,5430.0,785.0,5590.0,1151.0,5420.0,969.0,5600.0,2011.0,5410.0,1975.0
2024-07-24 11:27:06,5490.0,1.0,5480.0,9240.0,5510.0,92.0,5470.0,96.0,5520.0,10.0,5460.0,584.0,5530.0,229.0,5450.0,1960.0,5540.0,232.0,5440.0,583.0,5550.0,632.0,5430.0,785.0,5560.0,350.0,5420.0,969.0,5570.0,402.0,5410.0,1975.0,5580.0,209.0,5400.0,2483.0,5590.0,1151.0,5390.0,2326.0
2024-07-24 11:27:07,5490.0,1.0,5480.0,9240.0,5510.0,125.0,5470.0,96.0,5520.0,10.0,5460.0,584.0,5530.0,229.0,5450.0,1960.0,5540.0,232.0,5440.0,583.0,5550.0,632.0,5430.0,785.0,5560.0,350.0,5420.0,969.0,5570.0,402.0,5410.0,1975.0,5580.0,209.0,5400.0,2483.0,5590.0,1151.0,5390.0,2326.0
2024-07-24 11:27:08,5490.0,1.0,5480.0,9240.0,5510.0,125.0,5470.0,96.0,5520.0,10.0,5460.0,584.0,5530.0,229.0,5450.0,1960.0,5540.0,232.0,5440.0,583.0,5550.0,632.0,5430.0,785.0,5560.0,350.0,5420.0,969.0,5570.0,402.0,5410.0,1975.0,5580.0,209.0,5400.0,2483.0,5590.0,1151.0,5390.0,2326.0
2024-07-24 11:27:09,5510.0,125.0,5480.0,9240.0,5520.0,10.0,5470.0,96.0,5530.0,229.0,5460.0,584.0,5540.0,232.0,5450.0,1960.0,5550.0,632.0,5440.0,583.0,5560.0,350.0,5430.0,785.0,5570.0,402.0,5420.0,969.0,5580.0,209.0,5410.0,1975.0,5590.0,1151.0,5400.0,2483.0,5600.0,2011.0,5390.0,2326.0
